1      0.96258	 -2.65155
1      0.71699	  2.08968
1     -0.58450	 -1.66273
1     -1.57071	  0.37705
1      2.44803	  0.25689
1     -0.15314	  0.95731
1     -0.79455	 -1.88088
1     -1.14851	  2.54320
1      0.76799	 -0.27814
1     -2.50515	  2.94029
1      0.46842	  0.64964
1     -1.28542	 -1.79300
1      2.56751	 -0.83103
1     -1.30727	 -0.68502
1      4.34722	  0.85337
1     -2.06246	 -0.72001
1      0.51036	  0.69956
1      0.75950	  1.50923
1      1.23990	 -0.13308
1      1.16578	 -2.23770
1     -1.05206	  2.18744
1     -1.51623	 -1.72746
1     -1.13578	  2.35711
1      0.81702	  0.13675
1      3.13529	  1.46460
1     -2.79183	  2.01034
1     -0.89089	 -0.22415
1     -0.18383	 -0.05792
1     -1.15785	 -2.36529
1     -2.07150	 -2.37344
1     -0.77345	  0.84315
1     -2.26399	  1.27633
1     -0.31131	 -3.41123
1     -0.26497	 -1.86406
1     -0.48562	  1.16318
1      0.63352	 -0.72040
1      1.38451	  1.01234
1      0.59841	  1.90729
1     -1.15660	 -0.82712
1     -4.10626	 -0.94440
1      1.51177	 -0.23621
1     -1.37923	  1.33468
1     -2.68808	 -0.56510
1      0.11076	  0.85527
1      0.28101	  0.45407
1      3.60182	 -1.20438
1     -0.37221	 -2.78513
1     -1.30336	  0.26586
1     -0.92234	  2.54012
1     -0.90257	 -0.01822
1     -0.47497	  1.33065
1     -1.11363	  1.01511
1     -0.89882	 -1.06526
1     -0.90654	 -0.52025
1     -1.71913	  1.44512
1     -1.68513	  2.30228
1      1.41272	  0.86160
1     -0.18799	  1.34778
1     -1.45758	  1.84414
1     -0.01095	  2.43814
1      1.10647	  2.58681
1      1.82650	  0.00819
1      0.94352	 -1.78322
1      0.06353	 -0.49863
1     -1.34785	 -0.30976
1      2.00364	 -0.11445
1     -0.67413	  0.34901
1     -0.48996	  0.87035
1     -1.65782	 -1.80380
1      0.38712	  0.78739
1      1.69874	 -1.05751
1     -0.59692	 -1.31371
1     -4.37706	 -0.01897
1      0.79928	 -1.28780
1     -0.49749	 -0.31811
1     -0.67016	 -0.50030
1     -0.10756	 -1.56110
1     -0.43343	 -1.75098
1     -0.67271	  0.90113
1     -1.19898	  0.71744
1      1.99511	  1.28322
1     -0.99745	 -0.66804
1     -1.13492	 -0.81177
1      0.35508	 -3.05358
1      1.22336	 -0.27582
1     -0.21802	 -0.82878
1     -0.16477	  1.62578
1     -0.29392	  0.96686
1      1.80843	 -1.98514
1      1.18354	  0.27228
1      0.14222	 -2.50554
1     -1.29774	 -1.17278
1     -1.53070	 -0.28489
1      1.19865	 -1.00141
1     -1.66616	  2.03133
1      0.89007	  0.35181
1     -0.28768	 -0.14243
1      0.51423	 -3.41392
1     -0.62758	  1.74471
1      0.60862	 -2.19532
1      1.72215	  1.34251
1      0.46086	 -1.20213
1     -1.46149	  0.41066
1     -2.24826	 -2.32466
1      0.30795	  2.34655
1      0.18776	  2.17807
1      2.59661	  2.30375
1      0.24383	  0.00545
1     -0.99049	 -0.00007
1      0.41961	  1.45946
1     -2.51043	 -0.12796
1     -0.64748	  3.20526
1      1.23491	  0.69565
1     -0.40971	  1.48892
1      2.49314	 -1.63467
1     -1.25843	  0.77853
1      0.91764	 -2.63133
1     -0.40313	  0.03384
1      1.17648	 -0.74029
1      1.43608	  0.63384
1     -0.37516	 -0.92480
1      0.45350	  0.44982
1      1.48653	 -0.57070
1      1.04269	 -1.61492
1     -2.40873	 -1.52973
1     -1.50998	  2.23451
1     -0.23015	  0.89559
1     -0.13122	  0.28703
1      0.77745	 -0.04046
1     -1.46653	  3.02980
1      1.21749	  0.36008
1      1.35544	  0.15728
1      2.43655	  1.23937
1     -1.41783	 -3.96878
1      0.33414	 -3.13743
1     -0.28694	  1.57630
1      1.20209	 -0.35323
1      1.62516	 -1.49752
1      0.80661	 -1.52046
1     -0.42484	  0.49712
1     -1.30833	  1.09543
1     -0.61544	 -1.42074
1      1.59431	  0.41802
1     -1.42501	  0.01706
1      1.44941	  1.46807
1      0.69243	  0.40282
1      0.19562	  0.05245
1     -1.51788	  0.66248
1     -2.67797	  0.15258
1     -0.34981	  2.25677
1      0.29002	 -0.35916
1      1.14579	  0.50601
1     -2.24842	 -0.00326
1     -0.65872	  1.30764
1     -1.70617	 -1.58114
1     -1.45063	 -0.24573
1     -3.44704	  0.86376
1      0.02852	  0.09256
1      0.75663	  2.74075
1      0.40519	  0.67807
1      1.62669	 -1.32703
1      2.06744	 -0.63987
1      3.43683	  0.20289
1     -2.72299	  1.06702
1     -1.86361	 -2.97699
1      1.67516	  3.58665
1     -0.94917	 -2.66377
1      0.86383	  0.63286
1     -0.73665	  1.98079
1      0.92413	  1.19312
1     -2.48005	  1.85714
1      1.25270	 -1.35166
1     -0.91303	 -1.67638
1      2.01606	  0.40134
1      0.62562	  0.60614
1      1.21741	 -3.13010
1     -0.19314	 -0.01198
1      0.88564	 -1.90703
1      1.62610	  1.45140
1      1.33225	  2.67263
1      0.20398	  2.00485
1      0.25868	 -2.12284
1      1.98420	  0.18021
1      0.45225	  1.00321
1     -1.36892	  1.56809
1      1.41135	  0.34677
1     -3.06828	 -1.72118
1     -0.76481	  1.67601
1     -0.73246	  0.89611
1     -0.17162	  2.51817
1     -0.14091	 -0.66030
1      2.35248	  0.68638
1      1.82554	 -1.17495
1     -1.25910	  1.01839
1      0.06686	 -1.47353
1      3.66689	  1.53755
1     -1.03360	 -0.36897
1      1.03166	 -1.41986
1     -0.03691	  0.42096
2      4.99308	 -2.67948
2      4.37825	  0.84548
2      1.94057	 -0.47628
2      5.51525	  1.20749
2      3.59112	  0.82077
2      6.08144	 -0.00913
2      3.41935	  0.51806
2      4.05173	 -2.78744
2      3.64555	  1.19886
2      4.17049	  2.82593
2      4.21655	 -2.04272
2      5.05996	  0.12066
2      4.87852	 -2.77330
2      4.96069	 -0.54611
2      5.20891	  1.35190
2      5.60423	  1.56477
2      4.45326	  1.57291
2      2.99978	 -1.57665
2      4.96953	  0.22748
2      2.12666	  1.03576
2      3.53553	  1.92785
2      3.22587	 -0.48295
2      7.19283	 -0.50562
2      3.24898	 -2.28141
2      5.16260	 -0.71543
2      4.13206	  1.29036
2      7.81371	 -0.86333
2      4.86346	 -0.35757
2      2.54453	  0.05919
2      2.67858	 -2.54930
2      3.48001	  0.79376
2      1.30996	  0.35984
2      3.33549	  0.49316
2      4.26854	 -0.45602
2      2.77738	  1.63292
2      6.11572	  0.54419
2      5.38609	 -3.04057
2      3.19432	  1.34662
2      5.63584	 -0.73970
2      4.16459	 -0.85975
2      4.39267	 -1.34941
2      2.61902	 -0.47474
2      6.87421	 -1.31851
2      2.89716	  0.37918
2      4.55476	 -2.93622
2      6.68869	 -3.68565
2      3.84418	  0.32385
2      3.97121	 -0.74301
2      5.35298	  1.76509
2      5.88164	 -0.20252
2      2.49008	  0.24574
2      5.39310	 -0.69825
2      4.49968	 -1.09698
2      1.42606	 -1.69586
2      4.97113	 -0.76146
2      3.54289	 -0.89885
2      5.19503	  0.23787
2      1.98151	  0.26966
2      7.44916	  1.09912
2      4.37081	  1.21038
2      3.05735	  0.33989
2      3.25543	  1.62548
2      4.13920	  0.34615
2      3.52330	  1.67342
2      6.21791	 -0.82801
2      6.13265	 -2.44161
2      5.70696	  0.36945
2      3.60797	 -1.58750
2      3.68334	  0.78412
2      5.62370	  1.74321
2      2.81627	 -2.29503
2      6.55411	  1.08460
2      6.62170	 -2.53252
2      5.28953	  0.05573
2      2.22776	  3.05919
2      3.98744	  2.77005
2      3.84244	 -0.32352
2      4.65378	 -0.11485
2      4.04462	  1.59091
2      3.03065	  0.30025
2      3.75250	  0.62746
2      5.12310	  2.21232
2      2.03318	  2.05019
2      1.28244	 -0.50016
2      2.64686	  1.07270
2      4.68493	 -1.32204
2      4.92336	 -2.14728
2      4.81048	  1.41153
2      6.74984	  0.68250
2      4.86393	  0.14830
2      2.29538	  0.23659
2      2.89705	 -2.57907
2      5.14188	  1.24512
2      4.02264	 -0.15123
2      1.36785	  1.37210
2      2.85759	  1.25770
2      3.88687	  2.00264
2      4.50859	 -1.57395
2      6.31074	 -2.13448
2      1.76958	 -1.09171
2      3.40793	  0.31501
2      4.88168	 -1.80562
2      4.07027	 -0.00988
2      4.91126	  1.90404
2      6.87659	 -0.96302
2      3.05355	 -0.98126
2      3.58934	  0.68749
2      1.88577	 -1.71502
2      4.34996	  0.29301
2      5.08327	 -2.25210
2      2.64713	  0.59526
2      5.40121	 -1.11844
2      4.48704	  0.99390
2      4.28052	  0.75103
2      3.76727	 -1.01467
2      4.85351	 -1.08501
2      3.32971	  0.80568
2      1.85745	  0.76699
2      2.91607	 -1.41522
2      6.28542	  1.81869
2      2.97820	  1.33291
2      3.27097	 -1.93356
2      4.34899	  0.36574
2      4.41465	 -0.12716
2      7.10704	 -0.90668
2      3.21610	  1.30471
2      5.78503	  0.81499
2      4.40920	  1.31874
2      4.38045	  1.32895
2      3.86247	  0.84043
2      5.68565	 -2.22229
2      5.44742	 -0.26987
2      6.80817	  0.75036
2      3.07115	  0.42814
2      2.46199	  1.10667
2      4.10130	  0.27219
2      1.98242	 -2.30974
2      3.39242	  1.78980
2      2.87713	  1.76395
2      3.49576	  0.23135
2      3.48528	  0.54892
2      4.07513	  0.40672
2      3.50776	 -1.78214
2      3.01259	 -0.47408
2      6.68067	  1.68811
2      2.20903	 -0.43349
2      2.64930	  0.57504
2      4.52043	 -1.30381
2      3.32039	  0.58310
2      4.15823	 -1.32858
2      4.14146	 -0.46552
2      3.60750	  2.55081
2      3.58608	  1.33792
2      5.01803	  1.56324
2      4.68475	  0.45998
2      2.57572	 -0.30943
2      4.57860	  1.09976
2      5.51158	 -0.61572
2      5.38546	 -4.65526
2      4.94151	  2.83116
2      3.15144	 -0.02452
2      4.39194	 -0.33433
2      4.66682	 -0.66647
2      2.27583	 -2.82893
2      2.24839	 -1.62064
2      3.87171	  2.92273
2      1.44355	  1.17808
2      3.11036	 -1.20141
2      4.48720	 -0.36211
2      4.93280	 -0.04257
2      5.75912	  0.46788
2      3.70025	  0.30880
2      3.45351	 -1.37459
2      3.70007	 -1.62346
2      4.00866	  0.57126
2      1.61168	  1.03723
2      1.93812	 -0.19579
2      3.27000	  0.29525
2      4.78192	 -1.94619
2      3.17871	 -3.44463
2      3.25604	 -0.54474
2      2.67141	 -3.84484
2      5.52695	 -2.09639
2      4.67397	  0.19425
2      2.89747	  0.35370
2      4.01741	 -1.80980
2      5.20224	  1.19820
2      4.49933	  0.06159
2      4.74602	 -0.42085
2      3.91401	  0.30896
2      4.18817	 -1.23238
2      3.88784	 -0.12623
2      4.58909	 -1.70955
2      1.88343	 -0.18984
2      3.63018	  1.39199
2      3.99306	  0.79054
2      5.15790	  1.02609
2      4.11857	 -0.82529
2      3.42345	 -1.88153
2      4.97250	 -0.77492
2      3.53224	 -3.80281
2      5.03588	 -0.30547
2      0.53775	  0.10810
2      2.25942	  0.00596
2      5.49298	 -1.15683
2      5.96822	 -2.66248
2      3.60846	  1.18744
2      3.66794	 -0.40699
2      4.50464	 -1.12569
2      6.16532	 -1.49553
2      1.53920	 -0.63466
2      5.26317	 -1.52377
2      5.10268	 -0.02740
2      6.95700	  0.48524
2      1.21385	 -1.30209
2      5.76719	  0.76912
2      4.80541	 -0.75620
2      5.87188	  0.00308
2      3.36565	  0.45137
2      1.96102	 -0.84727
2      5.01240	  0.16471
2      5.49553	 -0.79749
2      3.80070	  1.41155
2      5.03216	  0.76308
2      5.24050	  2.60026
2      3.96776	  0.12165
2      5.70553	  2.01830
2      4.92769	  1.45647
2      4.24177	  0.01006
2      2.62137	 -2.02023
2      2.89941	 -1.28099
2      4.45866	 -1.52361
2      4.65010	  3.73993
2      3.07502	 -0.89349
2      2.92975	  0.73399
2      4.88637	 -0.68387
2      2.02616	 -0.06635
2      3.87161	 -0.50107
2      2.67537	 -4.66023
2      5.55711	  1.84869
2      3.84644	  0.14859
2      3.69055	  0.57785
2      3.84939	  0.42059
2      2.89120	  2.14133
2      4.23266	  0.84566
2      0.83343	 -1.03039
2      5.91746	  3.72164
2      3.48862	 -0.53334
2      6.20785	  1.12431
2      2.10896	  1.65973
2      2.92923	  0.92162
2      2.81439	  2.06314
2      6.19101	  1.86811
2      3.43847	 -0.46935
2      1.88126	 -0.89019
2      5.33667	  2.44811
2      2.44212	  1.00238
2      5.83569	 -1.52912
2      2.79879	  1.47573
2      6.05454	 -0.51946
2      5.59882	 -0.00012
2      1.94109	  0.24098
2      3.17734	 -2.15552
2      1.88511	 -1.65597
2      3.41423	 -0.04287
2      4.20802	  2.76640
2      3.97877	 -0.98649
2      1.60403	  1.05501
2      5.83052	  1.32002
2      2.58401	  2.65702
2      2.95127	 -1.40341
2      1.68528	  0.67171
2      3.29708	 -0.39018
2      3.13666	 -0.41382
2      4.95429	  0.72134
2      5.66467	 -0.93887
2      5.07029	 -0.28939
2      4.44782	 -2.05775
2      3.54435	 -1.93482
2      2.32153	  0.21836
2      3.50463	 -0.74176
2      5.84481	 -0.67337
2      3.02750	  0.29995
2      5.75957	  0.83713
2      6.25954	 -0.58092
2      4.37765	  1.66442
2      1.99149	 -0.02070
2      3.76755	  2.55532
2      4.44630	  1.64032
2      3.36305	 -3.91507
2      0.37076	 -1.21338
2      3.75070	  0.67755
2      6.35115	  0.08654
2      4.35101	 -2.30881
2      4.54162	 -3.06636
2      2.80743	  1.20320
2      3.71897	  0.01970
2      1.97693	 -1.18326
2      2.58446	 -1.71932
2      4.53125	  0.34191
2      3.12864	  3.37207
2      0.39798	 -1.47917
2      4.72469	 -0.76482
2      3.05964	 -0.07447
2      2.96739	 -0.87610
2      4.37740	  0.92711
2      2.04122	  2.05210
2      2.96639	  0.48856
2      5.75601	  1.17238
2      2.29795	 -0.30259
2      3.24388	  1.34243
2      4.05045	 -3.44691
2      3.53741	  0.71886
2      4.08095	  2.49531
2      6.99353	  0.09350
2      3.95293	 -0.34587
2      2.11385	  0.24835
2      2.45087	 -0.60421
2      3.81518	 -1.88325
2      5.36144	 -1.10245
2      1.81715	 -1.28688
2      4.09743	  1.01501
2      4.75735	  1.51661
2      4.23214	  0.94682
2      1.87666	  2.06622
2      3.68340	 -0.98572
2      3.48705	 -0.04269
2      4.54693	 -0.31309
2      5.48776	  1.46299
2      5.42840	 -0.15434
2      2.31006	 -0.88102
2      3.16496	  1.77440
2      2.87983	 -0.28321
2      5.58942	  0.82512
2      3.90916	  3.23936
2      1.73060	  2.78022
2      6.12149	 -1.27016
2      6.74375	 -2.45162
2      7.04482	 -2.40244
2      3.77762	  0.31784
2      2.77258	 -0.01088
2      2.16815	  0.41915
2      2.69109	 -0.53390
2      4.03426	 -1.45317
2      4.07347	  2.39035
2      5.21697	 -1.17912
2      2.76116	 -0.18214
2      3.34792	  0.52579
2      6.65057	  1.03759
2      3.05286	  0.67718
2      3.85401	  1.34026
2      4.68598	 -1.04013
2      6.90030	  0.38109
2      4.44404	 -1.31577
2      3.98555	  1.10085
2      4.79116	 -0.25225
2      5.77805	  0.07246
2      3.17150	  1.43016
2      3.19379	 -0.44455
2      3.26077	 -1.84262
2      2.72688	  0.49279
2      3.97218	 -0.57659
2      2.53285	 -2.05135
2      3.92211	  1.67893
2      3.90941	  0.97996
2      4.64779	  2.34671
2      2.23014	 -0.06039
2      3.78926	 -0.88573
2      4.50298	 -1.52537
2      2.64581	 -0.33463
2      3.84442	 -1.30268
2      1.70439	  0.00067
2      6.06690	 -4.48539
2      3.18253	  0.28724
2      5.13011	 -1.86560
2      2.31950	  1.96153
2      2.38108	  0.05611
2      2.06051	  1.12582
2      4.02649	  0.75184
2      3.88956	 -0.48998
2      5.33432	 -3.88521
2      7.18533	  1.37248
2      3.71391	  2.27870
2      2.79184	  0.30140
2      2.59073	  0.53678
2      5.47773	  0.03787
2      3.91569	 -0.15560
2      5.89554	 -1.58810
2      2.46485	  0.57236
2      3.82115	 -1.30450
2      4.59984	 -0.96206
2      3.01998	  0.03556
2      4.05392	  0.13093
2      3.35577	  1.07266
2      2.17268	  0.54200
2      5.69747	 -0.74857
2      1.85692	 -0.67341
2      4.87762	  0.73215
2      3.74440	  1.68487
2      2.55465	 -0.96494
2      4.58134	  1.60632
2      2.17905	  1.36087
2      2.63016	  0.28010
2      3.04904	 -2.78728
2      1.38798	 -1.65698
2      6.18635	  2.07720
2      2.99280	  0.50083
2      3.91866	 -1.62333
2      5.91769	 -0.72445
2      3.89740	  0.18903
2      6.64478	 -1.08235
2      4.90966	 -0.94581
2      4.26927	 -1.36191
2      5.17470	 -1.78395
2      5.30017	  2.49727
2      4.64719	 -2.66105
2      4.15877	  0.22350
2      5.40539	  0.95281
2      5.95999	  0.02541
2      4.18772	  0.08662
2      2.42068	  1.33488
2      3.44586	  0.31178
2      4.02729	  2.15115
2      5.98681	 -0.96301
2      4.80925	  1.95934
2      4.02798	 -0.70914
2      5.01388	 -0.69059
2      4.47179	 -2.14725
2      4.67300	  0.45728
2      4.20011	 -0.78130
2      4.31572	 -1.67565
2      2.56646	  0.40796
2      3.25223	 -2.78364
2      6.28234	  0.55808
2      2.24865	 -0.40567
2      4.89342	 -1.32248
2      4.80680	 -1.25740
2      4.55301	 -0.35444
2      3.05026	  0.50225
2      5.14760	  0.83515
2      3.73759	  3.89471
2      7.06778	  0.09940
2      3.73738	 -0.61429
2      5.64161	  2.25129
2      1.62192	 -0.16185
2      3.63414	  0.24877
2      3.27541	  0.33635
2      6.67934	  0.32570
2      3.52734	  0.19433
2      5.02670	  2.15471
2      1.37894	  2.54678
2      3.08432	  0.14710
2      3.54012	 -0.92516
2      5.09143	  0.86050
2      3.43191	 -1.18215
2      3.10768	 -0.63718
2      2.93511	  0.18020
2      2.96111	  1.40972
2      5.27254	  1.32417
2      5.24937	  2.83448
2      1.86405	  0.87285
2      5.51206	 -1.89463
2      3.30889	 -1.44755
2      5.90443	  2.75694
2      4.20105	 -2.40468
2      2.72779	 -1.18283
2      4.62311	 -0.31604
2      3.37633	  1.28246
2      5.36667	  1.41019
2      1.89157	 -0.77405
2      2.87809	  0.43951
2      3.65872	  1.82744
2      4.30929	  0.75366
2      4.81502	 -2.89261
2      6.23067	  1.14228
2      3.87641	  0.51795
2      3.46324	  0.58328
2      6.07878	 -1.52089
2      4.06125	  1.52891
2      4.45361	  0.41166
2      5.75673	  1.01841
2      5.09480	 -1.39244
2      2.66821	 -1.98567
2      3.58847	  0.93746
2      0.97791	 -1.68895
2      4.08557	  2.41382
2      2.40905	  1.04763
2      1.52855	 -0.47244
2      4.37224	  2.22481
2      3.35002	  0.97940
2      6.29194	  0.64805
2      2.78279	 -0.16420
2      3.29425	 -1.61971
2      3.59750	 -0.17256
2      3.02841	  0.45427
2      6.40262	 -0.45015
2      3.15247	  0.92755
2      1.68622	 -1.49776
2      0.89357	  0.82271
2      3.40140	  1.65913
